#{"t_start": 1767050405.1275222, "env_id": "Reacher-v4"}
r,l,t
-5.314633,50,610.60024
-5.201042,50,611.149861
-6.511228,50,611.769167
-7.093451,50,612.351286
-3.350611,50,612.962816
-3.75725,50,613.514854
-4.277942,50,614.114365
-5.091467,50,614.703477
-5.848217,50,615.281165
-5.349843,50,615.884602
-6.371157,50,616.505943
-4.715143,50,617.080646
-3.934198,50,617.623204
-7.577153,50,618.184455
-6.648203,50,618.771455
-2.022453,50,619.328211
-6.061445,50,619.905733
-6.062268,50,620.48425
-3.487118,50,621.089196
-2.896844,50,621.780341
-7.669981,50,622.355561
-6.389997,50,622.926984
-2.16291,50,623.500727
-5.403942,50,624.049316
-5.717914,50,624.584447
-6.85208,50,625.159411
-5.484202,50,625.76728
-3.970028,50,626.352982
-6.287222,50,626.918465
-5.15778,50,627.451967
-6.195617,50,628.057086
-5.693582,50,628.62553
-6.697476,50,629.221865
-3.758522,50,629.806109
-1.766209,50,630.413098
-5.867217,50,630.987961
-3.947463,50,631.570711
-4.336775,50,632.160268
-5.4372,50,632.774814
-6.795873,50,633.361418
-4.062273,50,633.941832
-6.87715,50,634.540402
-3.058646,50,635.10516
-2.534701,50,635.671768
-4.856626,50,636.249799
-2.974711,50,637.058377
-2.786308,50,637.665573
-3.681251,50,638.259238
-3.081708,50,638.84857
-3.408462,50,639.459695
-3.599693,50,640.067929
-2.547648,50,640.619994
-6.447936,50,641.199521
-4.407112,50,641.798232
-4.013606,50,642.356661
-3.871439,50,642.89045
-6.531143,50,643.450382
-3.935264,50,644.046664
-4.635808,50,644.73365
-2.698384,50,645.338781
-4.063893,50,645.930963
-3.964935,50,646.539067
-3.979066,50,647.134869
-4.587794,50,647.690185
-2.549824,50,648.285614
-4.31464,50,648.87186
-5.363736,50,649.467422
-3.771241,50,650.051314
-5.584465,50,650.676689
-1.7093,50,651.268301
-5.694436,50,652.029932
-2.423151,50,652.610861
-5.940068,50,653.19144
-3.617882,50,653.76504
-4.382587,50,654.361766
-2.583162,50,654.950775
-3.62378,50,655.512236
-3.072864,50,656.10075
-5.859655,50,656.698548
-6.862787,50,657.293626
-6.564344,50,657.847303
-5.955323,50,658.463079
-5.210383,50,659.094293
-5.609271,50,659.612721
-6.862182,50,660.166736
-5.806954,50,660.746172
-3.38901,50,661.347678
-4.874653,50,661.938616
-5.188789,50,662.5423
-2.159366,50,663.120877
-2.021513,50,663.710017
-5.785987,50,664.248584
-4.607484,50,664.778048
-5.406091,50,665.327681
-4.881807,50,665.921287
-5.074345,50,666.646844
-3.716898,50,667.331878
-5.004525,50,667.893519
-4.625558,50,668.486932
-3.906578,50,669.084125
-5.958307,50,669.659019
-6.325985,50,670.226731
-2.556135,50,670.802441
-5.002317,50,671.368556
-2.138349,50,671.953768
-4.381101,50,672.546602
-5.296667,50,673.169483
-6.80208,50,673.7755
-6.23114,50,674.400902
-6.272026,50,675.021218
-5.658712,50,675.627843
-5.308473,50,676.189927
-5.167302,50,676.756713
-5.857131,50,677.302601
-2.741837,50,677.918977
-5.007445,50,678.5498
-4.345733,50,679.145411
-5.149723,50,679.753658
-3.454178,50,680.930686
-3.776605,50,681.641808
-3.633785,50,682.29272
-7.625488,50,682.893606
-5.501315,50,683.503108
-5.755879,50,684.117783
-6.150357,50,684.684753
-4.382434,50,685.285454
-3.065734,50,685.882131
-4.096324,50,686.428588
-6.817395,50,686.986019
-2.069347,50,687.590038
-2.288631,50,688.160162
-7.018829,50,688.732459
-7.960314,50,689.318799
-4.489384,50,689.884753
-6.250211,50,690.526637
-4.175283,50,691.13547
-3.272517,50,691.741187
-3.319554,50,692.344754
-3.354353,50,692.924471
-2.3819,50,693.500587
-2.934352,50,694.027532
-6.616114,50,694.59828
-5.860252,50,695.20706
-6.488104,50,695.744232
-6.835698,50,696.355429
-7.32607,50,697.174972
-1.991377,50,697.792042
-4.597131,50,698.365721
-3.302444,50,698.963694
-3.010267,50,699.550348
-2.837041,50,700.157188
-4.323886,50,700.746771
-3.950122,50,701.318869
-5.761701,50,701.922368
-2.32413,50,702.509185
-3.953829,50,703.103828
-6.483226,50,703.676072
-4.422546,50,704.254184
-4.746036,50,704.89624
-5.615594,50,705.463807
-4.041701,50,706.077989
-4.840802,50,706.662593
-6.506224,50,707.256371
-3.782706,50,707.825542
-2.2086,50,708.391245
-3.161657,50,708.992744
-4.448061,50,709.610739
-5.675875,50,710.182688
-5.123058,50,710.729934
-3.134056,50,711.330186
-4.377936,50,712.022439
-6.681832,50,712.630423
-7.986328,50,713.236751
-1.490434,50,713.802948
-5.202044,50,714.397737
-4.431353,50,714.982766
-6.574138,50,715.540265
-2.720879,50,716.129996
-5.722193,50,716.720197
-6.995901,50,717.319762
-5.341853,50,717.925515
-6.273277,50,718.521617
-1.644056,50,719.118811
-2.687263,50,719.656363
-2.413895,50,720.253935
-7.676965,50,720.835265
-5.249393,50,721.432051
-3.172268,50,721.996467
-6.066776,50,722.551908
-2.568616,50,723.133361
-5.709448,50,723.737706
-5.064303,50,724.240976
-5.284949,50,724.838019
-4.012699,50,725.415561
-2.305796,50,725.970523
-5.167396,50,726.669803
-3.134268,50,727.325175
-1.354723,50,727.867927
-6.495298,50,728.452095
-6.276593,50,729.02321
-3.408761,50,729.595915
-4.455288,50,730.174035
-2.005899,50,730.763681
-4.955689,50,731.326289
-6.686411,50,731.888019
-1.693077,50,732.485527
-4.451462,50,733.054132
-3.838069,50,733.576935
-4.412031,50,734.128004
-2.240062,50,734.67777
-3.274225,50,735.259454
-4.555881,50,735.837726
-6.631596,50,736.394759
-2.774696,50,736.946674
-6.334534,50,737.563807
-7.012753,50,738.144738
-6.345444,50,738.691999
-7.046056,50,739.245986
-7.395707,50,739.856206
-5.095443,50,740.418132
-5.348713,50,741.031815
-6.785649,50,741.665059
-4.023397,50,742.315256
-3.284415,50,742.900612
-6.818261,50,743.485177
-6.176418,50,744.077777
-2.490784,50,744.667814
-2.805761,50,745.250886
-5.030464,50,745.819802
-4.570572,50,746.388788
-3.300859,50,746.973192
-5.305317,50,747.523213
-2.816751,50,748.114282
-4.602611,50,748.653398
-4.956366,50,749.272244
-2.120767,50,749.86039
-5.499183,50,750.44658
-4.243146,50,751.045607
-4.890958,50,751.646898
-5.817121,50,752.255801
-4.590251,50,752.807379
-5.96745,50,753.360593
-5.02361,50,753.955579
-6.423536,50,754.533443
-6.328705,50,755.134328
-4.421454,50,755.702015
-4.997042,50,756.266403
-2.902871,50,757.082583
-3.585601,50,757.665507
-4.692639,50,758.240583
-6.284432,50,758.866905
-3.788021,50,759.452835
-5.183203,50,760.06903
-6.148691,50,760.642993
-5.024878,50,761.243194
-6.988048,50,761.846683
-4.060934,50,762.402589
-5.037088,50,762.980705
-4.193023,50,763.604449
-5.657009,50,764.188238
-6.773637,50,764.820066
-3.908845,50,765.411945
-4.759853,50,766.002154
-4.292433,50,766.615427
-1.347532,50,767.189507
-6.655201,50,767.704604
-1.751727,50,768.315901
-2.123258,50,768.906473
-6.371223,50,769.474153
-7.152741,50,770.05359
-3.090792,50,770.631846
-2.40688,50,771.209901
-5.300442,50,771.89823
-3.249485,50,772.464405
-6.852944,50,773.06133
-3.099713,50,773.662632
-6.313835,50,774.292746
-3.883242,50,774.847288
-4.989929,50,775.46545
-6.784216,50,776.037932
-3.281549,50,776.628496
-2.40969,50,777.207844
-3.476005,50,777.789521
-3.674655,50,778.375232
-6.303278,50,778.975427
-4.143959,50,779.553009
-6.001706,50,780.155649
-6.876269,50,780.773216
-6.088028,50,781.37359
-2.410614,50,781.977257
-6.378629,50,782.549113
-4.915889,50,783.13177
-6.046525,50,783.703303
-5.530186,50,784.285264
-6.371996,50,784.873925
-4.59505,50,785.461505
-4.59402,50,786.046194
-4.242728,50,786.809658
-6.721232,50,787.501784
-5.377625,50,788.065897
-5.230039,50,788.622219
-5.80769,50,789.167273
-3.02946,50,789.788043
-3.068926,50,790.41049
-3.15948,50,790.959879
-2.605849,50,791.528651
-5.79425,50,792.085377
-5.772119,50,792.674717
-4.63913,50,793.29044
-4.257782,50,793.85201
-3.585246,50,794.448228
-4.834875,50,795.053092
-3.683337,50,795.651617
-5.161204,50,796.214339
-7.060294,50,796.787918
-5.18178,50,797.349179
-3.782914,50,797.970475
-4.47799,50,798.577492
-5.048428,50,799.17811
-5.482162,50,799.790995
-4.351498,50,800.406071
-5.297659,50,800.981628
-4.936676,50,801.698823
-4.80725,50,802.333521
-4.384774,50,802.942754
-5.977505,50,803.510569
-5.191253,50,804.064611
-4.533765,50,804.619177
-5.951877,50,805.226246
-5.064135,50,805.825397
-3.73315,50,806.433341
-4.977757,50,807.010303
-4.698714,50,807.583185
-3.635755,50,808.142987
-3.768961,50,808.697904
-5.417215,50,809.273083
-5.935057,50,809.876091
-4.271528,50,810.441717
-4.817889,50,811.085595
-6.037087,50,811.681031
-2.311794,50,812.274333
-2.035092,50,812.866051
-7.109092,50,813.43608
-5.906715,50,814.026742
-5.822715,50,814.611137
-4.305473,50,815.199354
-5.153664,50,815.787626
-5.84084,50,816.373801
-5.421414,50,817.184566
-4.87657,50,817.781834
-6.432627,50,818.365269
-5.860375,50,818.94019
-4.361014,50,819.519158
-5.031421,50,820.074812
-2.283011,50,820.6542
-5.142834,50,821.212609
-3.037959,50,821.794791
-3.662586,50,822.350296
-3.877103,50,822.970792
-4.866449,50,823.577296
-4.824084,50,824.109431
-4.98148,50,824.677488
-7.640124,50,825.254948
-3.907039,50,825.826274
-1.761093,50,826.417182
-6.631327,50,827.000311
-1.965217,50,827.662842
-3.610833,50,828.273499
-8.020369,50,828.890347
-6.175002,50,829.476511
-7.599592,50,830.072209
-3.415735,50,830.641449
-6.843295,50,831.22172
-4.000565,50,831.915485
-6.61287,50,832.51698
-3.026551,50,833.084386
-6.47365,50,833.683182
-5.089292,50,834.299747
-4.300065,50,834.902189
-2.427288,50,835.500282
-7.655532,50,836.081904
-5.001583,50,836.699726
-2.725043,50,837.303803
-5.82527,50,837.87898
-2.718753,50,838.452198
-4.999473,50,839.057923
-3.890725,50,839.643595
-3.330998,50,840.210831
-2.097449,50,840.802975
-6.063899,50,841.339783
-5.198455,50,841.977288
-2.658642,50,842.56546
-3.535061,50,843.14618
-5.886763,50,843.714481
-5.442787,50,844.327585
-4.610381,50,844.939797
-4.694543,50,845.499912
-4.956769,50,846.080113
-3.527448,50,846.849861
-3.067746,50,847.466067
-2.369565,50,848.066281
-6.480483,50,848.661227
-5.00096,50,849.28939
-5.679757,50,849.845354
-6.313233,50,850.408992
-6.463776,50,850.995921
-3.179393,50,851.618993
-5.559791,50,852.222448
-7.724125,50,852.807837
-2.495415,50,853.42514
-3.45558,50,854.03334
-6.578688,50,854.635777
-6.599316,50,855.227228
-5.818759,50,855.845783
-4.16883,50,856.450903
-2.949234,50,857.059224
-5.281681,50,857.671238
-6.296608,50,858.256854
-4.03383,50,858.860408
-1.887761,50,859.512066
-3.428629,50,860.11516
-3.189678,50,860.722991
-3.344148,50,861.3392
-6.771039,50,862.045809
-4.450961,50,862.668664
-3.924353,50,863.247369
-2.2433,50,863.86211
-6.506745,50,864.460243
-3.199145,50,865.05502
-2.566012,50,865.664287
-6.305135,50,866.316994
-4.939023,50,866.943601
-5.960051,50,867.550476
-3.161161,50,868.156854
-4.314169,50,868.746549
-1.919395,50,869.312735
-6.931429,50,869.893172
-3.816385,50,870.471362
-3.680234,50,871.083243
-7.35574,50,871.694638
-2.207724,50,872.309117
-3.175173,50,872.893668
-5.292725,50,873.526384
-5.252569,50,874.096565
-3.800901,50,874.696241
-2.050169,50,875.285613
-4.071226,50,875.902434
-3.466269,50,876.522058
-4.877321,50,877.341537
-1.883687,50,877.891884
-5.667002,50,878.487564
-4.774461,50,879.100847
-6.434662,50,879.709325
-3.925711,50,880.311315
-7.331617,50,880.934035
-5.146823,50,881.535547
-2.65427,50,882.136447
-5.969961,50,882.735726
-3.567025,50,883.322373
-6.500082,50,883.920888
-6.42336,50,884.535507
-3.725569,50,885.11321
-3.862381,50,885.684494
-6.626875,50,886.26809
-5.332042,50,886.853661
-4.841637,50,887.43578
-5.856592,50,888.0308
-4.609838,50,888.624894
-7.453378,50,889.251307
-7.466147,50,889.843444
-5.041711,50,890.471694
-4.840638,50,891.058154
-7.521815,50,891.75933
-5.991575,50,892.373085
-4.942185,50,892.989232
-5.432765,50,893.54348
-5.009548,50,894.080169
-1.92832,50,894.650305
-3.96692,50,895.217437
-4.869058,50,895.780041
-3.563142,50,896.362108
-2.669348,50,896.981339
-2.929452,50,897.62703
-4.744714,50,898.24428
-5.132042,50,898.838719
-3.782011,50,899.403833
-5.329806,50,900.001861
-5.982885,50,900.577502
-3.21024,50,901.198611
-4.693698,50,901.787929
-4.127101,50,902.353331
-3.105803,50,902.955316
-2.992177,50,903.513036
-4.663339,50,904.104353
-2.283401,50,904.726581
-3.967329,50,905.327232
-2.168996,50,905.931284
-5.1519,50,906.531837
-6.817988,50,907.37293
-2.492973,50,907.969342
-5.912842,50,908.556231
-6.550044,50,909.152158
-2.329152,50,909.764258
-3.351253,50,910.364833
-4.222543,50,910.998871
-4.108485,50,911.614344
-5.615065,50,912.1738
-5.615815,50,912.753277
-7.113366,50,913.390031
-2.964702,50,913.986232
-5.028921,50,914.664509
-3.311271,50,915.248935
-7.873094,50,915.832321
-2.240624,50,916.43526
-5.19153,50,917.054081
-3.650837,50,917.627274
-3.490352,50,918.243706
-6.234373,50,918.830217
-4.719121,50,919.469123
-6.235374,50,920.097697
-6.27222,50,920.688898
-5.134693,50,921.291952
-7.398319,50,922.018757
-3.790061,50,922.585091
-4.729417,50,923.178333
-3.278245,50,923.796867
-5.423678,50,924.418393
-2.607973,50,925.071691
-4.35388,50,925.657411
-6.344018,50,926.243411
-5.145531,50,926.873572
-3.317573,50,927.480638
-5.84117,50,928.075137
-3.067786,50,928.709286
-4.586921,50,929.329753
-5.43538,50,929.882926
-2.973545,50,930.511973
-2.399512,50,931.128915
-5.38022,50,931.752377
-5.074938,50,932.404223
-5.289672,50,932.992135
-3.573066,50,933.578284
-4.065984,50,934.187524
-5.414034,50,934.805034
-2.042221,50,935.342733
-5.175049,50,935.879276
-5.74315,50,936.501961
-6.572268,50,937.325442
-5.819644,50,937.932653
-6.027717,50,938.515561
-6.638205,50,939.133725
-4.509805,50,939.700977
-5.630145,50,940.322808
-5.344773,50,940.923825
-3.41287,50,941.543568
-3.873054,50,942.141446
-2.619965,50,942.730169
-6.662694,50,943.333106
-4.973162,50,943.92461
-3.998115,50,944.487216
-4.938213,50,945.056741
-5.122963,50,945.649702
-3.110235,50,946.289091
-3.162016,50,946.923882
-3.834254,50,947.537666
-5.42821,50,948.114178
-4.148689,50,948.725748
-4.250303,50,949.350638
-3.037059,50,949.937418
-6.867603,50,950.530847
-6.041089,50,951.165204
-7.278216,50,951.864194
-8.019686,50,952.453123
-4.151511,50,953.022053
-6.487008,50,953.638396
-3.225347,50,954.24914
-7.466226,50,954.790881
-6.080883,50,955.389706
-4.131174,50,956.006397
-2.207151,50,956.639553
-5.912582,50,957.227906
-3.338553,50,957.814414
-3.491522,50,958.378963
-5.366223,50,958.969074
-3.669256,50,959.529402
-2.222952,50,960.108839
-3.922146,50,960.735305
-2.878931,50,961.338857
-6.663992,50,961.916531
-3.695284,50,962.457757
-3.950365,50,963.068266
-5.34698,50,963.672666
-5.583457,50,964.289761
-4.193337,50,964.852134
-3.979055,50,965.495296
-5.075706,50,966.120776
-4.007959,50,966.86804
-5.650268,50,967.53596
-5.17856,50,968.151976
-3.699667,50,968.72635
-5.259052,50,969.307503
-4.951024,50,969.91059
-6.482419,50,970.489029
-4.587977,50,971.090417
-5.619637,50,971.695203
-3.043087,50,972.263837
-3.68506,50,972.877589
-4.783586,50,973.456591
-4.422639,50,974.075097
-5.6865,50,974.661927
-6.307054,50,975.287632
-2.776793,50,975.856964
-4.860145,50,976.435302
-2.305217,50,977.019497
-4.929799,50,977.651007
-6.080262,50,978.285729
-7.634242,50,978.886716
-3.751076,50,979.498037
-5.745316,50,980.088179
-4.593437,50,980.712606
-5.117285,50,981.326778
-3.063844,50,982.060357
-2.984935,50,982.66763
-7.480995,50,983.269444
-5.760327,50,983.866755
-5.917463,50,984.467102
-4.527417,50,985.040386
-6.955837,50,985.608422
-4.754812,50,986.221345
-5.036087,50,986.838611
-5.177608,50,987.446491
-4.351956,50,988.081273
-5.795358,50,988.69109
-3.749463,50,989.254205
-5.336705,50,989.825402
-5.579005,50,990.366793
-2.774598,50,990.96748
-5.954582,50,991.574779
-3.639046,50,992.178006
-3.283259,50,992.761384
-3.46324,50,993.36975
-7.440038,50,993.944376
-2.479553,50,994.571739
-3.219242,50,995.174232
-6.55792,50,995.791822
-4.33172,50,996.41047
-2.047691,50,997.230693
-2.052269,50,997.845782
-6.167914,50,998.428879
-4.487509,50,999.04215
-6.543125,50,999.671235
-2.17447,50,1000.297668
-2.101321,50,1000.897799
-4.636264,50,1001.473646
-5.545241,50,1002.095947
-6.07252,50,1002.641432
-5.986754,50,1003.177795
-3.86026,50,1003.74419
-4.676674,50,1004.368906
-5.561985,50,1004.985802
-5.005506,50,1005.577851
-5.857939,50,1006.188521
-6.356496,50,1006.806361
-6.238529,50,1007.375573
-5.119954,50,1007.947129
-3.770368,50,1008.571081
-3.386959,50,1009.196102
-7.366931,50,1009.807658
-4.053364,50,1010.396902
-4.01257,50,1010.978925
-5.412632,50,1011.629469
-4.988989,50,1012.362979
-5.99119,50,1012.941888
-5.383171,50,1013.524825
-6.177067,50,1014.168481
-3.532246,50,1014.808149
-6.374242,50,1015.402174
-5.339704,50,1015.983437
-5.352903,50,1016.577238
-3.518589,50,1017.195709
-7.29515,50,1017.788895
-4.131035,50,1018.393901
-4.76295,50,1018.996649
-3.574579,50,1019.604112
-5.215022,50,1020.168259
-3.48543,50,1020.788509
-5.814746,50,1021.350886
-5.96083,50,1021.948891
-5.361984,50,1022.512383
-5.705902,50,1023.149217
-5.362991,50,1023.723393
-3.63023,50,1024.320769
-2.917681,50,1024.909436
-4.17586,50,1025.495779
-3.738353,50,1026.112256
-4.919824,50,1026.843283
-3.329767,50,1027.514043
-2.244276,50,1028.124263
-4.461225,50,1028.731221
-3.704007,50,1029.338776
-5.968082,50,1029.944003
-5.438188,50,1030.554611
-3.586928,50,1031.131288
-6.403351,50,1031.755795
-6.250776,50,1032.367802
-7.940085,50,1032.955605
-6.038229,50,1033.539512
-5.677257,50,1034.153325
-3.341205,50,1034.741803
-3.647542,50,1035.310404
-4.538431,50,1035.937256
-5.879523,50,1036.513491
-6.995237,50,1037.107903
-3.672552,50,1037.706866
-4.750188,50,1038.278657
-6.286554,50,1038.850408
-4.355528,50,1039.406374
-5.666731,50,1039.979397
-3.690746,50,1040.566861
-4.007979,50,1041.124051
-4.379822,50,1041.80802
-1.847058,50,1042.437553
-4.752259,50,1043.04709
-6.211797,50,1043.616246
-5.18519,50,1044.214191
-3.771701,50,1044.798943
-2.775562,50,1045.451073
-4.763143,50,1046.011378
-4.066306,50,1046.585512
-2.916597,50,1047.187863
-5.87982,50,1047.771042
-4.847614,50,1048.363284
-4.673266,50,1048.944755
-4.321338,50,1049.541852
-3.441315,50,1050.136225
-3.700707,50,1050.723159
-7.338138,50,1051.320133
-3.273418,50,1051.909635
-5.687121,50,1052.512681
-5.642836,50,1053.103734
-6.244697,50,1053.726128
-5.215829,50,1054.281621
-5.485674,50,1054.88169
-2.776383,50,1055.509576
-1.722975,50,1056.150237
-3.567721,50,1056.870734
-6.042776,50,1057.553841
-3.064618,50,1058.152474
-2.316666,50,1058.779295
-5.957522,50,1059.383303
-1.827572,50,1059.999292
-3.092109,50,1060.594075
-5.893164,50,1061.19657
-4.803256,50,1061.77913
-2.595251,50,1062.380499
-2.554841,50,1062.98235
-4.661288,50,1063.603751
-3.874283,50,1064.199494
-5.944045,50,1064.815262
-2.880228,50,1065.413574
-2.953646,50,1066.024572
-6.920425,50,1066.621206
-4.084002,50,1067.235748
-4.806072,50,1067.826901
-2.348974,50,1068.428842
-3.800207,50,1068.994139
-6.994194,50,1069.615163
-2.020265,50,1070.175673
-2.807791,50,1070.736897
-3.998516,50,1071.318378
-6.714029,50,1072.03357
-4.086167,50,1072.632252
-2.704387,50,1073.248275
-5.367273,50,1073.850253
-5.404025,50,1074.497846
-6.824511,50,1075.076225
-4.02679,50,1075.67365
-4.952444,50,1076.273034
-3.719563,50,1076.827462
-7.45029,50,1077.421335
-7.831861,50,1078.024718
-3.160838,50,1078.624763
-4.885742,50,1079.204314
-4.035301,50,1079.764617
-3.774203,50,1080.376948
-5.700646,50,1080.99087
-5.414453,50,1081.642501
-4.165986,50,1082.258531
-1.882992,50,1082.856976
-2.585149,50,1083.407236
-2.499637,50,1084.055646
-6.527066,50,1084.633092
-5.563587,50,1085.213251
-4.811802,50,1085.790237
-5.270248,50,1086.382565
-5.585901,50,1087.205112
-3.435774,50,1087.783775
-4.73819,50,1088.347143
-4.976627,50,1088.956575
-6.445027,50,1089.547302
-4.258467,50,1090.177033
-3.867673,50,1090.750821
-4.31747,50,1091.334544
-6.062528,50,1091.896234
-4.253601,50,1092.468658
-2.911633,50,1093.04399
-4.792698,50,1093.615921
-6.976389,50,1094.211639
-4.087234,50,1094.857529
-2.94764,50,1095.43457
-5.681333,50,1096.030312
-2.962103,50,1096.650041
-4.591128,50,1097.228902
-5.254748,50,1097.829422
-3.30088,50,1098.473475
-6.064564,50,1099.084832
-2.15262,50,1099.673517
-3.878722,50,1100.274889
-5.919112,50,1100.843239
-4.274035,50,1101.463115
-4.946534,50,1102.200044
-3.099644,50,1102.778114
-5.742976,50,1103.402836
-6.88999,50,1103.990263
-4.139345,50,1104.622741
-6.671578,50,1105.22075
-4.490658,50,1105.835749
-5.484393,50,1106.468812
-4.406676,50,1107.081436
-2.398721,50,1107.679981
-5.620514,50,1108.254928
-2.075036,50,1108.851089
-4.7219,50,1109.427681
-4.59292,50,1110.053356
-2.415181,50,1110.652489
-3.880544,50,1111.228953
-7.823818,50,1111.819665
-4.760649,50,1112.396692
-3.623174,50,1112.996466
-4.164758,50,1113.608235
-3.363879,50,1114.17258
-4.192851,50,1114.740592
-4.186037,50,1115.360639
-5.606855,50,1115.922321
-5.454098,50,1116.520127
-4.469967,50,1117.368004
-3.719014,50,1117.993218
-2.873505,50,1118.6073
-5.789383,50,1119.241604
-5.682529,50,1119.837471
-2.814676,50,1120.447974
-5.304796,50,1121.02324
-4.089114,50,1121.635764
-5.955589,50,1122.240592
-5.755006,50,1122.87647
-3.015191,50,1123.47393
-3.415822,50,1124.082603
-2.069882,50,1124.686419
-3.898818,50,1125.278508
-6.56711,50,1125.88518
-5.492401,50,1126.442966
-3.728501,50,1127.038984
-5.778251,50,1127.649761
-5.586705,50,1128.254906
-4.99312,50,1128.879206
-2.461613,50,1129.508473
-6.590191,50,1130.092014
-2.773758,50,1130.627649
-2.657311,50,1131.19885
-4.027083,50,1131.91452
-4.401794,50,1132.578184
-5.444017,50,1133.201369
-6.645911,50,1133.774343
-5.418986,50,1134.367928
-4.594065,50,1135.001545
-2.118614,50,1135.553847
-6.536178,50,1136.122385
-5.444361,50,1136.724151
-4.925011,50,1137.342358
-6.22395,50,1137.906212
-4.909258,50,1138.507092
-7.200637,50,1139.120362
-1.906463,50,1139.7161
-6.641189,50,1140.348664
-3.925861,50,1140.967257
-2.118256,50,1141.593682
-2.03399,50,1142.162003
-3.988547,50,1142.775694
-4.873245,50,1143.382584
-2.338631,50,1143.979867
-6.754566,50,1144.548457
-4.314857,50,1145.145561
-5.337984,50,1145.765664
-3.951496,50,1146.336776
-4.78739,50,1147.165311
-3.602208,50,1147.803636
-5.663006,50,1148.398294
-4.884061,50,1149.028757
-3.71149,50,1149.623383
-6.017187,50,1150.233264
-6.134427,50,1150.797599
-1.909282,50,1151.371895
-6.25948,50,1151.961069
-4.354891,50,1152.55495
-3.832343,50,1153.091708
-6.616604,50,1153.68927
-3.468624,50,1154.310147
-4.994153,50,1154.876561
-5.852646,50,1155.438428
-3.643448,50,1156.035424
-4.971994,50,1156.6228
-6.692528,50,1157.23053
-5.918959,50,1157.865314
-3.22867,50,1158.444337
-5.5939,50,1159.056611
-7.792139,50,1159.651792
-5.958518,50,1160.241353
-4.567767,50,1160.860588
-4.860946,50,1161.476392
-5.579331,50,1162.168504
-5.303458,50,1162.760768
-5.797443,50,1163.316415
-5.81888,50,1163.949067
-3.749493,50,1164.578409
-1.665249,50,1165.216043
-4.716141,50,1165.796708
-3.921232,50,1166.427091
-4.046041,50,1167.020747
-2.54422,50,1167.670314
-5.500053,50,1168.25207
-5.444334,50,1168.895123
-6.285579,50,1169.526707
-2.434155,50,1170.107555
-4.256138,50,1170.708306
-3.746379,50,1171.33344
-4.49118,50,1171.918159
-4.965983,50,1172.49028
-4.120256,50,1173.09374
-4.566985,50,1173.705303
-6.015666,50,1174.326463
-6.598857,50,1174.92313
-5.275677,50,1175.537129
-4.675002,50,1176.191884
-5.094215,50,1176.922518
-3.322896,50,1177.586964
-5.577281,50,1178.172904
-1.88969,50,1178.803211
-6.687345,50,1179.402311
-2.110687,50,1180.025126
-5.683884,50,1180.638449
-4.794433,50,1181.264392
-3.336616,50,1181.849855
-3.535252,50,1182.40986
-5.042598,50,1183.016256
-1.972589,50,1183.636745
-5.137404,50,1184.212609
-3.240234,50,1184.752124
-7.647286,50,1185.355681
-5.548803,50,1185.974248
-4.301805,50,1186.562585
-5.214006,50,1187.109724
-5.786038,50,1187.736566
-2.681926,50,1188.311761
-1.76055,50,1188.887382
-6.607267,50,1189.489812
-4.829042,50,1190.098949
-6.49883,50,1190.696114
-3.128525,50,1191.263246
-5.671052,50,1192.033708
-4.804154,50,1192.65551
-1.668345,50,1193.254176
-5.235636,50,1193.84935
-4.867417,50,1194.490297
-5.972958,50,1195.100292
-2.227941,50,1195.709136
-6.983575,50,1196.31406
-5.478575,50,1196.915392
-5.108959,50,1197.551438
-4.026676,50,1198.155038
-4.299288,50,1198.762878
-4.232369,50,1199.371496
-5.292606,50,1199.985547
-7.02829,50,1200.588809
-6.831146,50,1201.206504
-5.011461,50,1201.74596
-2.919608,50,1202.351016
-5.149726,50,1202.950051
-3.612626,50,1203.529344
-4.65263,50,1204.093194
-4.815224,50,1204.680417
-2.403122,50,1205.287651
-6.031725,50,1205.884973
-6.330897,50,1206.461977
-5.081246,50,1207.293743
-4.553888,50,1207.891881
-2.52091,50,1208.46123
-2.257733,50,1209.06978
-4.692486,50,1209.692484
-5.992017,50,1210.303247
-3.177346,50,1210.935147
-4.778933,50,1211.523432
-3.227018,50,1212.136997
-4.953848,50,1212.749118
-2.512714,50,1213.332704
-5.226899,50,1213.923097
-6.916951,50,1214.534253
-5.049464,50,1215.136113
-7.327689,50,1215.752938
-7.576145,50,1216.332366
-4.991185,50,1216.891155
-4.063535,50,1217.496112
-4.690118,50,1218.089924
-3.765392,50,1218.707162
-5.428483,50,1219.30374
-5.091915,50,1219.885089
-4.890354,50,1220.452632
-6.25173,50,1221.050339
-3.062368,50,1221.629808
-4.836496,50,1222.356302
-4.272529,50,1222.906868
-3.057221,50,1223.49695
-7.111942,50,1224.10712
-5.814575,50,1224.699332
-5.901284,50,1225.280582
-4.772599,50,1225.880311
-4.251737,50,1226.466653
-3.323539,50,1227.070201
-2.40636,50,1227.630073
-4.57769,50,1228.22909
-7.145203,50,1228.815251
-4.062547,50,1229.404625
-2.843509,50,1230.012243
-6.43048,50,1230.598243
-3.487669,50,1231.168479
-4.065533,50,1231.783153
-5.744306,50,1232.359577
-5.387157,50,1232.970716
-3.462916,50,1233.565684
-5.859544,50,1234.176984
-4.322884,50,1234.797881
-4.141379,50,1235.3833
-4.939953,50,1235.96961
-4.805437,50,1236.578334
