#{"t_start": 1767050400.1563702, "env_id": "Reacher-v4"}
r,l,t
-6.446569,50,0.296797
-3.731058,50,0.475087
-7.084613,50,0.623181
-8.287889,50,0.746689
-6.301209,50,0.876094
-10.643868,50,0.995275
