#{"t_start": 1767048764.4368377, "env_id": "Reacher-v4"}
r,l,t
-3.301042,50,567.606447
-4.052414,50,568.13553
-3.281149,50,568.650239
-6.069446,50,569.163525
-3.150767,50,569.69535
-3.164458,50,570.245398
-2.722193,50,570.780569
-4.048395,50,571.284844
-4.554505,50,571.81942
-5.28623,50,572.328248
-3.930627,50,572.891351
-2.33189,50,573.407806
-4.786815,50,573.930712
-6.643663,50,574.447498
-7.217547,50,574.985779
-5.737881,50,575.527368
-3.790453,50,576.034658
-8.664929,50,576.552425
-4.929254,50,577.088815
-4.415598,50,577.606382
-4.568518,50,578.135923
-5.787563,50,578.66062
-7.901774,50,579.191159
-4.569883,50,579.732526
-3.589269,50,580.250995
-6.364584,50,580.770761
-4.114838,50,581.326205
-3.358082,50,581.865528
-2.323048,50,582.386757
-4.622855,50,582.907001
-3.95274,50,583.422278
-6.56953,50,583.948582
-7.675254,50,584.47137
-3.399888,50,584.986889
-1.904743,50,585.534927
-8.007306,50,586.063142
-5.67668,50,586.579942
-6.424005,50,587.099531
-3.248266,50,587.644273
-5.279758,50,588.16886
-6.928515,50,588.685933
-4.078867,50,589.210812
-5.070113,50,589.760655
-4.890484,50,590.316264
-5.841528,50,590.85539
-5.3364,50,591.392711
-6.896862,50,591.946593
-3.619486,50,592.469765
-5.187693,50,593.007646
-2.674042,50,593.530101
-5.010773,50,594.068918
-3.961287,50,594.580413
-6.189854,50,595.10946
-7.88613,50,595.672112
-5.469703,50,596.195924
-5.954449,50,596.720056
-5.081054,50,597.241318
-6.955509,50,597.761055
-4.264291,50,598.303234
-5.26356,50,598.844896
-6.895343,50,599.423953
-4.797813,50,599.995823
-7.209418,50,600.531124
-3.535555,50,601.057799
-3.969205,50,601.616194
-6.651438,50,602.149091
-5.958941,50,602.711073
-2.753743,50,603.238468
-5.234522,50,603.769
-2.692895,50,604.283153
-5.501958,50,604.818381
-6.421364,50,605.361578
-4.334756,50,605.90885
-3.465304,50,606.426104
-3.742221,50,606.963023
-4.595165,50,607.494202
-2.904563,50,608.003239
-4.271001,50,608.512008
-2.965927,50,609.060186
-3.280792,50,609.629053
-4.038892,50,610.168762
-5.844105,50,610.675052
-3.666223,50,611.217344
-6.187827,50,611.772629
-4.648233,50,612.324151
-8.080782,50,612.853531
-5.743077,50,613.432861
-2.98557,50,613.974281
-7.58546,50,614.497561
-3.389087,50,615.024999
-7.672871,50,615.610049
-4.153741,50,616.139026
-2.287642,50,616.655109
-7.705343,50,617.188888
-3.324909,50,617.716346
-2.077941,50,618.239002
-5.763857,50,618.786813
-5.606901,50,619.334628
-2.293258,50,619.872339
-6.153248,50,620.405268
-3.688931,50,620.927622
-7.007447,50,621.446797
-5.109945,50,622.007998
-2.430013,50,622.559363
-6.861008,50,623.099363
-5.240478,50,623.638173
-7.164638,50,624.193016
-3.828157,50,624.737325
-4.56963,50,625.244518
-5.612192,50,625.805197
-4.944596,50,626.352988
-6.592323,50,626.908739
-9.309694,50,627.441927
-3.143281,50,627.976918
-6.338279,50,628.534385
-7.349091,50,629.062632
-5.204569,50,629.587221
-2.43477,50,630.106855
-4.072851,50,630.632224
-7.257688,50,631.153736
-3.929433,50,631.697168
-7.487287,50,632.213847
-6.159077,50,632.765432
-5.70618,50,633.311417
-8.783421,50,633.85511
-4.159082,50,634.405263
-4.851155,50,634.97761
-8.095844,50,635.699098
-6.004066,50,636.250651
-7.751709,50,636.781512
-4.890512,50,637.347049
-4.986725,50,637.914864
-4.734203,50,638.443028
-4.074651,50,638.981313
-5.364244,50,639.504804
-7.475776,50,640.045628
-6.745919,50,640.585803
-4.515537,50,641.130119
-5.872565,50,641.682362
-4.160017,50,642.184169
-2.396974,50,642.775345
-3.524959,50,643.311241
-7.915703,50,643.818496
-5.301341,50,644.335495
-2.991114,50,644.884723
-4.363598,50,645.420013
-4.514293,50,645.952106
-5.708751,50,646.480942
-7.263048,50,646.993733
-2.907818,50,647.52919
-1.937946,50,648.090698
-1.520102,50,648.6442
-2.113089,50,649.166411
-3.582676,50,649.682707
-5.107073,50,650.207539
-4.391593,50,650.724877
-3.544719,50,651.251132
-6.121307,50,651.769901
-2.603255,50,652.352741
-6.958954,50,652.908352
-3.970097,50,653.424902
-6.071213,50,653.961439
-6.540099,50,654.506599
-4.22907,50,655.025177
-3.86532,50,655.573559
-4.304102,50,656.107108
-7.196645,50,656.679916
-5.546575,50,657.207657
-7.965667,50,657.747852
-4.73409,50,658.288141
-3.508027,50,658.834904
-5.717007,50,659.38415
-6.368774,50,659.916856
-8.727947,50,660.438357
-5.38086,50,660.960505
-5.477176,50,661.490592
-4.027555,50,662.009837
-7.046877,50,662.570295
-5.730194,50,663.100114
-7.649889,50,663.633533
-4.470538,50,664.137354
-2.833642,50,664.658175
-2.947626,50,665.191587
-4.087843,50,665.718772
-6.235918,50,666.242615
-3.950104,50,666.765915
-3.381668,50,667.307302
-6.039077,50,667.86495
-8.049797,50,668.441771
-5.255117,50,668.96549
-3.622296,50,669.510302
-7.930766,50,670.050685
-4.941918,50,670.584783
-3.979776,50,671.101844
-5.98651,50,671.642753
-5.489334,50,672.183836
-6.084893,50,672.730926
-6.140069,50,673.245959
-3.997934,50,673.764196
-6.95977,50,674.300433
-3.987001,50,674.835039
-4.45777,50,675.377181
-4.728216,50,675.919569
-4.10152,50,676.447839
-5.351236,50,676.980184
-5.010899,50,677.493615
-3.60121,50,678.045024
-5.0117,50,678.575536
-4.516338,50,679.111528
-4.612533,50,679.641705
-3.361561,50,680.177995
-4.611025,50,680.701821
-4.34221,50,681.206444
-4.402025,50,681.738669
-5.767019,50,682.280356
-7.576823,50,682.807373
-6.539198,50,683.341846
-8.077613,50,683.854884
-9.188394,50,684.38822
-7.711302,50,684.922501
-4.496422,50,685.43417
-5.128363,50,685.955974
-5.820901,50,686.495901
-5.042239,50,687.008872
-3.95747,50,687.54215
-6.704616,50,688.04296
-4.662027,50,688.572622
-3.967604,50,689.096007
-5.668734,50,689.612579
-5.857647,50,690.141828
-4.368393,50,690.706165
-6.089217,50,691.236782
-7.445515,50,691.754771
-6.997512,50,692.291119
-3.974445,50,692.826719
-3.877619,50,693.360848
-5.681599,50,693.890605
-4.250435,50,694.411407
-5.114121,50,694.934239
-5.934624,50,695.47467
-3.64039,50,695.992332
-5.145126,50,696.508902
-6.884734,50,697.057977
-3.732683,50,697.568532
-4.135432,50,698.087909
-5.599472,50,698.608681
-6.480427,50,699.154742
-7.92099,50,699.684546
-4.362725,50,700.206507
-4.495283,50,700.772214
-3.387258,50,701.316722
-2.671981,50,701.87503
-6.89947,50,702.42053
-4.288633,50,702.94321
-3.963078,50,703.496313
-4.274646,50,704.024962
-4.014861,50,704.557842
-4.495494,50,705.072631
-3.476181,50,705.621643
-3.125101,50,706.152607
-4.9715,50,706.680102
-2.218861,50,707.197848
-4.878855,50,707.735394
-5.772643,50,708.270106
-3.581588,50,708.81111
-3.74327,50,709.326821
-3.353979,50,709.875575
-3.877886,50,710.411469
-5.534838,50,710.969552
-4.804136,50,711.491929
-2.85922,50,712.052253
-8.223149,50,712.588885
-2.831496,50,713.121947
-5.666988,50,713.680795
-4.621051,50,714.223069
-4.604791,50,714.752636
-3.16323,50,715.267152
-5.19323,50,715.81291
-5.141404,50,716.354309
-3.978189,50,716.881005
-2.591486,50,717.426311
-4.074313,50,717.976654
-7.434901,50,718.50076
-6.665206,50,719.050457
-5.790209,50,719.595294
-2.103612,50,720.113484
-4.35212,50,720.647185
-5.834705,50,721.175401
-4.362044,50,721.688597
-3.133948,50,722.265944
-5.089899,50,722.826021
-4.972122,50,723.372627
-2.894292,50,723.913904
-7.323148,50,724.473579
-6.60239,50,725.030062
-6.187629,50,725.580459
-5.233155,50,726.152591
-3.642078,50,726.711423
-3.889237,50,727.274427
-5.069778,50,727.816333
-3.90288,50,728.364342
-6.017852,50,728.874416
-4.422467,50,729.418827
-4.988746,50,729.93992
-5.642512,50,730.485868
-5.813585,50,731.010739
-4.658448,50,731.566501
-4.405643,50,732.0928
-4.951892,50,732.637782
-3.66028,50,733.166081
-5.16333,50,733.711922
-5.115786,50,734.258559
-6.044025,50,734.769075
-3.383555,50,735.296834
-2.303432,50,735.841571
-6.261105,50,736.395563
-2.101082,50,736.94293
-4.48709,50,737.508868
-3.017785,50,738.072588
-3.696215,50,738.644242
-7.962683,50,739.185442
-3.96346,50,739.710948
-5.671752,50,740.267592
-8.022771,50,740.807495
-2.328664,50,741.316148
-6.019387,50,741.866193
-3.46945,50,742.448836
-6.934304,50,742.968431
-4.705101,50,743.486961
-5.003323,50,744.024475
-3.847042,50,744.59045
-4.783469,50,745.118738
-4.390493,50,745.644372
-4.459583,50,746.182261
-6.019685,50,746.742641
-2.773561,50,747.3099
-5.08431,50,747.880444
-3.449302,50,748.459379
-6.033061,50,749.009111
-4.675846,50,749.536697
-8.343164,50,750.082099
-5.427594,50,750.596779
-4.3356,50,751.135782
-7.404412,50,751.652815
-2.52027,50,752.21135
-3.228625,50,752.75096
-4.97097,50,753.258186
-5.987167,50,753.773647
-5.232362,50,754.384726
-4.839294,50,754.921941
-8.171319,50,755.469519
-3.745726,50,756.027477
-6.38868,50,756.549495
-5.64477,50,757.115518
-6.869958,50,757.719192
-4.596196,50,758.263232
-7.32351,50,758.797178
-5.371245,50,759.363269
-4.025881,50,759.926175
-4.592626,50,760.45537
-5.663398,50,760.968665
-3.608269,50,761.488595
-4.381072,50,762.040788
-3.339995,50,762.580594
-4.270132,50,763.118163
-2.739717,50,763.638161
-2.642554,50,764.207607
-5.428938,50,764.755927
-4.434044,50,765.321193
-5.221052,50,765.84432
-7.185342,50,766.39361
-2.5277,50,766.942925
-6.015716,50,767.47824
-4.797901,50,768.027182
-5.674516,50,768.595017
-3.571814,50,769.109848
-4.74075,50,769.631351
-3.819832,50,770.183074
-5.725062,50,770.721852
-6.407134,50,771.282551
-4.749041,50,771.845744
-4.433426,50,772.382935
-3.419805,50,772.945972
-7.047986,50,773.518521
-5.225501,50,774.054952
-1.961156,50,774.583441
-3.535057,50,775.132051
-6.025885,50,775.671808
-5.83937,50,776.209087
-5.888545,50,776.786762
-6.50521,50,777.343172
-3.040782,50,777.882343
-7.57595,50,778.430146
-3.939524,50,778.981259
-5.517353,50,779.546871
-4.455982,50,780.095163
-2.685735,50,780.693331
-6.237753,50,781.263951
-4.623522,50,781.828518
-5.689392,50,782.389544
-4.675006,50,782.940981
-5.961867,50,783.476267
-6.159247,50,784.015164
-5.788274,50,784.562637
-3.716255,50,785.093954
-4.988458,50,785.606194
-6.222363,50,786.17143
-3.927853,50,786.725951
-7.834198,50,787.273204
-5.294482,50,787.786511
-3.468123,50,788.326609
-5.687592,50,788.880862
-7.684526,50,789.447029
-5.835218,50,790.006323
-2.694718,50,790.575737
-8.008928,50,791.129667
-5.276433,50,791.662429
-5.629079,50,792.208237
-3.817993,50,792.782801
-5.624566,50,793.313926
-8.66027,50,793.859699
-3.622769,50,794.397119
-5.877719,50,794.939518
-4.84768,50,795.487853
-5.256005,50,796.030229
-2.456696,50,796.57381
-5.189156,50,797.1338
-3.165033,50,797.665007
-4.986626,50,798.24507
-5.61147,50,798.816031
-5.878091,50,799.381508
-3.044787,50,799.911244
-3.558453,50,800.449285
-4.554951,50,800.99082
-5.756799,50,801.530923
-7.829067,50,802.057113
-4.425654,50,802.601203
-7.732137,50,803.133496
-3.796764,50,803.672558
-2.753158,50,804.217487
-3.886198,50,804.737185
-5.42951,50,805.277447
-4.881014,50,805.824199
-3.665147,50,806.385299
-6.622915,50,806.944126
-7.232685,50,807.489195
-1.995255,50,808.020756
-5.789364,50,808.573036
-5.490463,50,809.11255
-7.42107,50,809.67084
-5.000295,50,810.211871
-2.721272,50,810.740816
-3.996437,50,811.265814
-7.809675,50,811.811624
-3.902277,50,812.377457
-5.770691,50,812.899292
-9.084103,50,813.417371
-5.31923,50,813.950377
-4.076635,50,814.487423
-3.722266,50,815.036922
-2.593267,50,815.564034
-2.351624,50,816.124717
-7.488265,50,816.678774
-7.98368,50,817.215399
-2.543462,50,817.751581
-4.322209,50,818.274253
-2.585435,50,818.850325
-5.426403,50,819.388007
-4.481952,50,819.90027
-4.920621,50,820.431253
-5.789162,50,820.960738
-1.995591,50,821.477959
-5.027615,50,822.026666
-6.57413,50,822.568111
-3.548755,50,823.149457
-6.730427,50,823.705624
-4.547941,50,824.272132
-5.440123,50,824.822007
-6.361361,50,825.366911
-8.156079,50,825.909848
-7.669175,50,826.464303
-5.129024,50,827.033501
-5.600064,50,827.581239
-3.219444,50,828.111088
-4.387368,50,828.648524
-5.800367,50,829.194079
-5.191185,50,829.753501
-6.117851,50,830.301469
-4.802777,50,830.836806
-5.835029,50,831.420648
-5.864007,50,832.010551
-3.284283,50,832.540873
-8.064589,50,833.102342
-5.10911,50,833.689855
-5.559563,50,834.245323
-5.900552,50,834.805352
-7.960286,50,835.334415
-7.83845,50,835.881333
-8.30266,50,836.458493
-4.2668,50,836.976768
-2.190798,50,837.521972
-4.502868,50,838.07007
-6.936304,50,838.63868
-5.001717,50,839.198352
-4.871338,50,839.781037
-8.400152,50,840.316774
-7.085191,50,840.847446
-7.450812,50,841.398862
-8.432868,50,841.946626
-1.522919,50,842.473882
-5.33396,50,843.050805
-2.554915,50,843.612314
-6.584764,50,844.180287
-4.487344,50,844.721956
-8.993999,50,845.273273
-2.378412,50,845.825564
-6.738922,50,846.376561
-6.727065,50,846.955185
-2.239552,50,847.58825
-6.454306,50,848.128084
-2.392567,50,848.681789
-2.792216,50,849.27983
-6.904842,50,849.826992
-5.230535,50,850.375738
-6.618645,50,850.93167
-5.82724,50,851.486405
-5.434774,50,852.04095
-6.214708,50,852.602356
-4.408237,50,853.126917
-3.026266,50,853.6539
-2.733918,50,854.205787
-5.489885,50,854.764164
-6.844103,50,855.33193
-2.59066,50,855.865598
-6.535296,50,856.465314
-3.901271,50,856.989531
-5.850703,50,857.531221
-5.400353,50,858.097003
-7.145353,50,858.662875
-5.344149,50,859.231776
-2.924865,50,859.790128
-2.256638,50,860.375222
-5.000975,50,860.912998
-5.551781,50,861.489353
-5.430496,50,862.045705
-4.917447,50,862.608644
-2.501015,50,863.160419
-7.355045,50,863.731338
-3.664282,50,864.276144
-4.963884,50,864.796635
-3.964422,50,865.331578
-9.793801,50,865.882011
-3.663325,50,866.433349
-7.173621,50,866.986131
-4.348419,50,867.521184
-4.916411,50,868.078773
-1.912185,50,868.641374
-3.560457,50,869.20223
-6.859001,50,869.7614
-4.85738,50,870.3133
-4.146755,50,870.855277
-3.989086,50,871.399287
-8.378115,50,871.93999
-4.391648,50,872.481497
-5.148492,50,873.039083
-4.740403,50,873.591056
-4.857278,50,874.157747
-3.584787,50,874.686525
-2.903434,50,875.218395
-2.378064,50,875.795102
-2.543433,50,876.367821
-3.814775,50,876.92988
-3.056353,50,877.49387
-6.877945,50,878.035386
-5.009754,50,878.581835
-4.596424,50,879.113522
-5.802464,50,879.658418
-4.191811,50,880.231611
-2.822262,50,880.815173
-4.901325,50,881.378514
-7.258241,50,881.935235
-5.920129,50,882.483219
-5.323727,50,883.064364
-5.75489,50,883.628633
-3.85333,50,884.171239
-5.840822,50,884.707966
-6.962992,50,885.293936
-4.600426,50,885.843439
-6.56934,50,886.395082
-6.024266,50,886.922591
-5.617142,50,887.60749
-4.461281,50,888.190928
-2.438108,50,888.749169
-7.320468,50,889.288356
-5.477428,50,889.856618
-7.558465,50,890.406579
-7.669106,50,890.958394
-3.63845,50,891.485856
-3.635161,50,892.033503
-4.933062,50,892.578026
-7.558261,50,893.146297
-6.846307,50,893.687729
-6.933916,50,894.251733
-6.512829,50,894.781697
-5.675537,50,895.311393
-9.409643,50,895.889829
-4.04832,50,896.440023
-4.424288,50,896.971236
-6.806788,50,897.508303
-5.794601,50,898.039708
-3.041603,50,898.590997
-7.048922,50,899.129925
-7.052513,50,899.653833
-6.864099,50,900.178124
-4.70357,50,900.712611
-3.880551,50,901.256845
-2.277167,50,901.826846
-5.695786,50,902.348022
-2.649142,50,902.907336
-5.82058,50,903.443744
-5.221411,50,903.954432
-4.515708,50,904.479184
-5.678149,50,905.048127
-5.049226,50,905.597059
-4.966551,50,906.135779
-6.612211,50,906.688384
-5.12856,50,907.264283
-4.629085,50,907.823884
-4.346019,50,908.34222
-4.719417,50,908.875573
-8.001288,50,909.419171
-1.795618,50,909.965635
-4.984972,50,910.495388
-4.868684,50,911.009825
-5.135488,50,911.539935
-5.913029,50,912.084023
-5.100384,50,912.652982
-4.53853,50,913.209315
-2.805252,50,913.749737
-6.859975,50,914.28771
-1.841707,50,914.822359
-7.21227,50,915.373348
-4.406775,50,915.951219
-2.372582,50,916.49878
-4.022553,50,917.05713
-2.973846,50,917.618923
-4.20748,50,918.175247
-4.480194,50,918.72386
-5.466012,50,919.270374
-1.866173,50,919.812518
-6.873599,50,920.334898
-4.146728,50,920.866233
-4.021217,50,921.401379
-3.792622,50,921.930666
-2.478347,50,922.509643
-4.866786,50,923.046029
-7.206778,50,923.601471
-2.414375,50,924.142495
-8.403156,50,924.688439
-5.44238,50,925.207352
-5.311727,50,925.752816
-3.203076,50,926.291297
-7.07945,50,926.827019
-6.536539,50,927.351272
-7.382616,50,927.873045
-5.891358,50,928.43463
-3.161468,50,928.984839
-5.598298,50,929.512957
-7.550946,50,930.047245
-4.971755,50,930.586599
-5.2301,50,931.134312
-1.673316,50,931.681147
-3.279402,50,932.207642
-5.069263,50,932.758507
-5.179918,50,933.306395
-6.991075,50,933.893879
-5.167265,50,934.423993
-6.911667,50,934.945979
-5.159157,50,935.529947
-7.29339,50,936.047915
-4.444863,50,936.572938
-7.336094,50,937.118174
-8.70249,50,937.649925
-5.571278,50,938.19287
-4.527659,50,938.738658
-3.538838,50,939.273898
-4.924086,50,939.814879
-5.557464,50,940.342177
-7.530653,50,940.858944
-5.987892,50,941.404602
-3.60987,50,941.984921
-2.746093,50,942.535313
-7.138756,50,943.057952
-4.894553,50,943.558773
-5.277392,50,944.09306
-5.65973,50,944.605009
-3.051037,50,945.1384
-2.814057,50,945.703137
-2.287737,50,946.247307
-4.529038,50,946.795792
-4.865228,50,947.331983
-6.346996,50,947.877657
-5.671552,50,948.418823
-3.759199,50,948.974873
-6.584955,50,949.504214
-4.781429,50,950.056546
-6.021449,50,950.589953
-7.032092,50,951.12376
-4.991989,50,951.66744
-4.676184,50,952.249206
-5.466863,50,952.82866
-3.487459,50,953.404062
-5.214863,50,953.956271
-3.552235,50,954.504503
-6.005369,50,955.040128
-3.02549,50,955.593547
-4.102861,50,956.137782
-4.19679,50,956.665999
-5.709858,50,957.213188
-6.173882,50,957.772453
-2.921893,50,958.318791
-5.205874,50,958.883941
-7.838384,50,959.436522
-6.154485,50,959.992016
-3.4052,50,960.524045
-3.850188,50,961.056158
-4.767504,50,961.610435
-2.191939,50,962.201099
-5.409463,50,962.753579
-3.683926,50,963.308912
-2.572051,50,963.873034
-5.919383,50,964.428107
-4.535765,50,964.948637
-5.172618,50,965.484753
-6.351139,50,966.043798
-4.967125,50,966.596027
-4.129193,50,967.186683
-3.16736,50,967.758025
-2.917031,50,968.321434
-2.824824,50,968.866117
-5.413992,50,969.42903
-2.66543,50,969.972001
-6.080301,50,970.544019
-4.385102,50,971.067811
-3.526941,50,971.650442
-6.612177,50,972.222626
-5.282307,50,972.783905
-6.061332,50,973.309797
-2.353538,50,973.855075
-6.505828,50,974.39683
-2.551909,50,974.981508
-5.059857,50,975.517577
-5.952073,50,976.052278
-5.409669,50,976.596526
-5.957166,50,977.159447
-1.889251,50,977.727545
-3.165667,50,978.248954
-7.778979,50,978.853353
-2.401625,50,979.411808
-4.676942,50,979.964622
-2.226632,50,980.526048
-3.720704,50,981.071239
-4.215902,50,981.684254
-6.170452,50,982.227595
-5.360898,50,982.790304
-4.936689,50,983.311181
-3.670414,50,983.873895
-5.747508,50,984.42772
-3.054773,50,984.957541
-5.650578,50,985.493998
-5.217874,50,986.063816
-1.820001,50,986.591927
-4.386191,50,987.160171
-7.255217,50,987.701082
-7.211267,50,988.257361
-5.128385,50,988.793192
-6.44691,50,989.290924
-5.45663,50,989.847713
-7.173521,50,990.416952
-6.388428,50,990.990578
-4.908187,50,991.552638
-3.909405,50,992.086813
-1.41751,50,992.654645
-6.436161,50,993.224128
-3.005324,50,993.7568
-2.797908,50,994.33208
-5.056293,50,994.895478
-2.476937,50,995.42159
-3.337264,50,996.013958
-7.092822,50,996.560658
-5.280573,50,997.135648
-2.605965,50,997.712861
-3.956399,50,998.247144
-7.57704,50,998.807188
-5.759805,50,999.368178
-5.057604,50,999.913042
-7.579079,50,1000.460202
-8.885887,50,1001.015335
-4.602039,50,1001.569519
-4.538564,50,1002.114101
-5.223444,50,1002.704182
-4.464881,50,1003.254933
-6.087437,50,1003.831484
-5.368925,50,1004.346483
-4.133752,50,1004.914567
-7.974151,50,1005.495898
-3.624171,50,1006.087022
-6.71006,50,1006.649106
-7.300832,50,1007.194677
-2.766392,50,1007.744735
-6.295806,50,1008.30121
-3.483855,50,1008.864069
-7.802115,50,1009.430676
-2.526238,50,1009.972039
-5.921635,50,1010.516922
-5.735535,50,1011.076745
-4.733526,50,1011.598395
-6.035108,50,1012.136189
-6.135992,50,1012.693393
-4.806371,50,1013.266196
-4.57492,50,1013.80975
-5.791288,50,1014.352637
-5.011222,50,1014.898164
-5.753284,50,1015.456053
-3.062632,50,1015.983705
-1.890794,50,1016.549945
-2.208212,50,1017.100277
-5.137143,50,1017.629503
-5.525241,50,1018.178825
-4.059538,50,1018.726062
-6.574485,50,1019.277576
-3.776186,50,1019.790189
-5.800696,50,1020.332582
-2.816449,50,1020.878398
-4.991326,50,1021.41513
-6.39189,50,1021.946702
-3.04516,50,1022.503819
-5.681196,50,1023.050057
-4.980411,50,1023.610086
-5.396182,50,1024.133183
-6.642315,50,1024.721657
-8.428778,50,1025.275083
-8.299035,50,1025.823176
-2.926919,50,1026.401679
-3.223164,50,1026.959069
-6.162081,50,1027.502639
-4.734093,50,1028.053074
-2.723052,50,1028.603931
-3.65796,50,1029.155834
-3.947665,50,1029.737373
-8.318415,50,1030.310186
-4.318785,50,1030.89628
-5.173709,50,1031.439553
-6.036283,50,1031.983749
-1.999397,50,1032.561143
-4.630236,50,1033.090724
-6.997014,50,1033.641449
-4.071553,50,1034.1787
-2.898242,50,1034.729294
-1.912804,50,1035.268328
-2.038349,50,1035.798227
-5.526381,50,1036.312496
-2.82727,50,1036.913177
-4.860386,50,1037.435263
-5.80507,50,1038.004078
-8.026942,50,1038.545967
-5.835197,50,1039.103527
-3.989733,50,1039.648749
-2.609068,50,1040.20375
-4.320393,50,1040.727097
-5.581198,50,1041.306587
-2.684818,50,1041.85863
-5.261756,50,1042.407446
-5.040415,50,1042.927715
-8.696586,50,1043.467663
-1.638414,50,1044.013614
-2.309744,50,1044.559867
-5.077559,50,1045.090506
-3.749832,50,1045.614336
-4.644504,50,1046.161964
-4.288609,50,1046.695339
-1.833541,50,1047.248461
-3.210444,50,1047.790351
-6.598726,50,1048.302649
-3.274036,50,1048.835444
-5.81547,50,1049.377571
-5.769107,50,1049.925158
-3.596596,50,1050.462208
-6.414606,50,1051.009835
-4.654339,50,1051.569345
-5.100511,50,1052.126631
-4.391344,50,1052.657359
-2.247247,50,1053.190431
-3.989534,50,1053.718137
-3.391984,50,1054.246033
-5.341207,50,1054.787275
-5.441006,50,1055.333679
-1.530725,50,1055.887651
-4.310888,50,1056.436974
-4.903725,50,1056.959321
-2.142659,50,1057.500586
-7.53166,50,1058.052052
-5.435864,50,1058.614626
-6.163298,50,1059.163692
-4.724022,50,1059.716515
-3.42404,50,1060.238485
-3.122137,50,1060.794288
-6.971882,50,1061.371656
-2.242825,50,1061.89517
-4.730047,50,1062.437642
-4.498254,50,1063.000212
-3.660594,50,1063.530864
-6.602758,50,1064.064862
-7.269518,50,1064.583766
-6.031659,50,1065.118781
-4.469401,50,1065.658246
-4.803317,50,1066.188508
-5.121071,50,1066.749476
-5.863762,50,1067.277739
-1.835849,50,1067.804852
-2.359299,50,1068.322921
-5.427181,50,1068.883726
-6.807349,50,1069.440329
-4.550845,50,1069.973058
-5.370193,50,1070.513131
-3.989653,50,1071.066647
-3.103752,50,1071.663666
-7.072019,50,1072.216283
-4.164445,50,1072.773853
-5.103419,50,1073.317731
-7.098435,50,1073.876599
-4.327015,50,1074.39839
-7.688183,50,1074.960889
-4.135631,50,1075.475997
-6.670133,50,1076.022806
-5.635742,50,1076.55893
-6.486408,50,1077.096266
-2.229957,50,1077.627914
-3.387322,50,1078.196371
-5.155068,50,1078.766924
-4.560982,50,1079.325829
-4.87739,50,1079.891988
-6.758472,50,1080.458877
-5.399489,50,1080.996769
-7.71132,50,1081.546345
-3.196827,50,1082.085425
-5.190628,50,1082.663587
-4.383854,50,1083.232367
-5.830578,50,1083.780817
-5.275376,50,1084.327701
-4.64459,50,1084.929407
-7.088535,50,1085.600176
-4.984671,50,1086.142051
-5.410047,50,1086.690986
-2.615198,50,1087.277872
-4.855193,50,1087.852684
-5.092753,50,1088.478927
-5.938796,50,1089.235278
-4.744004,50,1089.793029
-3.922265,50,1090.340829
-7.034283,50,1090.901027
-7.697284,50,1091.43606
-6.295199,50,1092.001794
-5.263694,50,1092.560665
-8.02524,50,1093.091144
-5.305007,50,1093.619656
-6.611903,50,1094.195409
-8.302211,50,1094.705269
-6.341113,50,1095.258032
-6.053842,50,1095.823362
-5.26541,50,1096.36402
-3.621691,50,1096.886405
-6.074516,50,1097.504739
-5.581606,50,1098.053778
-6.236817,50,1098.632059
-4.426341,50,1099.223784
-5.572625,50,1099.755833
-3.828564,50,1100.294486
-5.912119,50,1100.848892
-7.22021,50,1101.422199
-3.240081,50,1102.014997
-3.053647,50,1102.552528
-5.211064,50,1103.088059
-3.159863,50,1103.663516
-7.000316,50,1104.195829
-3.603654,50,1104.740332
-6.137149,50,1105.299203
-7.933912,50,1105.861102
-5.891662,50,1106.408682
-4.767326,50,1106.985819
-7.599192,50,1107.53677
-2.571428,50,1108.071518
-4.407651,50,1108.656739
-3.981758,50,1109.203439
-4.76463,50,1109.756636
-2.10235,50,1110.327355
-7.485874,50,1110.867527
-7.910193,50,1111.45285
-5.449082,50,1112.013734
-6.638633,50,1112.561737
-2.178488,50,1113.137958
-2.458828,50,1113.72119
-6.834547,50,1114.481757
-7.517818,50,1115.133133
-6.414415,50,1115.682341
-6.168821,50,1116.242625
-7.110272,50,1116.780581
-6.628074,50,1117.33796
-4.584109,50,1117.90781
-6.608702,50,1118.458032
-5.302532,50,1119.004108
-7.419544,50,1119.531939
-9.216716,50,1120.070385
-5.127243,50,1120.640986
-2.665082,50,1121.865864
-7.951999,50,1122.44298
-2.312613,50,1123.023842
-5.378822,50,1123.619391
-2.042105,50,1124.160494
-6.841485,50,1124.704588
-6.667462,50,1125.252587
-4.080054,50,1125.846091
-5.007012,50,1126.391017
-6.740309,50,1126.957779
-5.531225,50,1127.5174
-4.74478,50,1128.057813
-5.718415,50,1128.619401
-4.461289,50,1129.175173
-6.333874,50,1129.747218
-4.332031,50,1130.282575
-3.70788,50,1130.826807
-2.717695,50,1131.382407
-3.729328,50,1131.940751
-6.004595,50,1132.478674
-2.624,50,1133.030715
-4.679919,50,1133.589853
-4.091967,50,1134.156205
-5.552729,50,1134.717963
-4.987355,50,1135.265214
-4.612477,50,1135.820857
-4.170665,50,1136.353498
-4.176623,50,1136.868165
-4.949742,50,1137.411775
-4.978998,50,1137.967294
-6.365938,50,1138.516465
-6.337498,50,1139.057913
-4.063501,50,1139.61198
-2.722578,50,1140.150593
-3.111836,50,1140.672301
-5.219098,50,1141.224031
-4.529215,50,1141.764616
-4.429343,50,1142.306468
-3.22044,50,1142.823421
-5.850578,50,1143.342133
